mcv1,mcv1_se,design_effect,weighted_n,unweighted_n,mcv1_ci_low,mcv1_ci_high,source
0.512,0.01,2.55,6383,6177,0.491,0.532,"Afghanistan MICS 2022-23 Survey Findings Report, Appendix C, indicator TC.10"
