province,day,S,E,I,R
Uruzgan,338.0,0.12302157863813416,-5.483837490101218e-09,-5.479691728165267e-09,131696.80147843238
Uruzgan,338.25,0.1230215786381377,-5.357686963531051e-09,-5.35369117758247e-09,131696.80147843214
Uruzgan,338.5,0.12302157863814164,-5.216794079374746e-09,-5.212959497433981e-09,131696.80147843185
Uruzgan,338.75,0.123021578638146,-5.061364977854855e-09,-5.0577026200926026e-09,131696.80147843153
Uruzgan,339.0,0.12302157863815076,-4.891633952317441e-09,-4.888154605511284e-09,131696.8014784312
Uruzgan,339.25,0.12302157863815591,-4.707863449232188e-09,-4.70457764122313e-09,131696.80147843083
Uruzgan,339.5,0.12302157863816143,-4.510344068192327e-09,-4.507262042341415e-09,131696.80147843043
Uruzgan,339.75,0.12302157863816734,-4.299394561914662e-09,-4.296526251559513e-09,131696.80147843002
Uruzgan,340.0,0.12302157863817362,-4.075361836239548e-09,-4.072716839151e-09,131696.80147842958
Uruzgan,340.25,0.12302157863818025,-3.8386209501309506e-09,-3.836208502969578e-09,131696.8014784291
Uruzgan,340.5,0.12302157863818723,-3.5895751156763626e-09,-3.5874040684490913e-09,131696.8014784286
Uruzgan,340.75,0.12302157863819453,-3.3286556980868808e-09,-3.3267344886035567e-09,131696.80147842807
Uruzgan,341.0,0.12302157863820216,-3.0563222156971413e-09,-3.0546588440271243e-09,131696.80147842754
Uruzgan,341.25,0.1230215786382101,-2.7730623399653622e-09,-2.7716643428941013e-09,131696.80147842696
Uruzgan,341.5,0.12302157863821832,-2.4793918954733296e-09,-2.4782663209589324e-09,131696.80147842638
Uruzgan,341.75,0.12302157863822683,-2.175854859926423e-09,-2.1750082415562385e-09,131696.80147842577
Uruzgan,342.0,0.1230215786382356,-1.8630233641535325e-09,-1.862461695600756e-09,131696.80147842516
Uruzgan,342.25,0.12302157863824459,-1.5414976921071942e-09,-1.541226401587409e-09,131696.80147842452
Uruzgan,342.5,0.12302157863825383,-1.2119062808634407e-09,-1.2119302055912318e-09,131696.80147842385
Uruzgan,342.75,0.12302157863826327,-8.749057206219221e-10,-8.752290812674468e-10,131696.80147842318
Uruzgan,343.0,0.1230215786382729,-5.311807547058459e-10,-5.318071298514039e-10,131696.80147842248
